"address","lat","long","LRMq","FURq","KITq","BMNTq","BATHq","prop.typ","layout","garage","living.area.M2","frontage.M","depth.M","year.built","sell.price","org.price","comparables","UI.lat","UI.long","UI.year","UI.frontage","UI.size","UI.price"
"'414 ROSEBERRY Street ,  Winnipeg R3J 1T5'",0.0864969059378377,-0.995256165415036,-0.0447826787296692,0.609371431494944,0.162309491765743,0.622910241472333,0.261692901864348," RD"," TWO","0",-0.373274043612414,-1.23796907920983,-0.512718689172425,1.37859248053457,-0.120326942256541,-0.181577188842114,7,49.886686,-97.21574,2015,19.5259699040736,103.96,277000
"'218 Olive Street ,  Winnipeg R3J 2X4'",-0.115243592145801,-1.56073219125926,-0.0447826787296692,0.609371431494944,-2.03400896686859,-1.23745168158865,-0.510677301098387," RD"," BNG","0",-0.455058023916398,0.236680042814058,0.0720062741655021,-0.344490444170545,-0.453894196441514,-0.448843656701641,10,49.876374,-97.256688,1955,11.6855377279752,100.06,231900
"'940 Dudley Avenue ,  Winnipeg R3M 1S5'",-0.381778943764476,-0.233932210526233,-3.03130321293128,-1.41571140650341,-1.34765944854536,-2.5662816266322,-1.15431913690067," RD"," BNG","1",-0.893545979853912,-0.367684351458027,-0.437905394199896,-0.631670931621397,-0.948697950432083,-0.745090825895335,1,49.86275,-97.16061,1945,10.3787990319588,79.15,165000
"'534 Des Meurons Street ,  Winnipeg R2H 2N7'",0.159782389434861,0.439355462621044,0.52407837540397,0.995101495875582,0.0250395881010971,0.977264893483948,-1.15431913690067," RD"," BNG","0",-0.776531977265135,-0.233625340364946,-0.287786611524754,-0.37320849291563,-0.423569900606516,-0.423083033293494,4,49.890432,-97.111855,1954,11.5548638583735,84.73,236000
"'93 Woodbury Drive ,  Winnipeg R2M 2B4'",-0.851991596153952,0.32952761184593,0.52407837540397,0.995101495875582,0.711389106424326,-0.794508366574127,0.776606370506171," RD"," SP3L","0",-0.332382053460422,0.770718398479937,-0.437905394199896,0.0575622382606483,-0.368098627737619,-0.326480695512942,5,49.838715,-97.119808,1969,13.5149719023981,105.91,243500
"'#5 500 St Anne*s Road ,  Winnipeg R2M 4Z3'",-0.783440519225613,0.667490266444097,0.23964784833715,-0.933548826027608,-1.34765944854536,-0.351565051559608,0.776606370506171," TH"," TWO","0",-0.383130061751612,-1.84013578477547,-0.40837383039495,0.258588579476245,-0.763793707535757,-0.616287708854599,5,49.842219,-97.095335,1976,14.4296889896096,103.49,190000
"'19 Prudhomme Bay ,  Winnipeg R2N 0B3'",-1.61176603210989,0.572549178291429,0.52407837540397,0.995101495875582,0.711389106424326,0.534321578469429,-1.15431913690067," RD"," BNG","1",0.398221503921836,-0.0995663292718657,0.0119587610954457,1.14884809057389,0.772390742446922,0.607341903032396,9,49.799879,-97.10221,2007,18.4805789472604,140.75,397700
"'10 Marwood Crescent ,  Winnipeg R2J 3H4'",-0.765441948799206,1.12410511441087,0.52407837540397,0.995101495875582,0.711389106424326,0.977264893483948,0.776606370506171," RD"," SP3L","0",-0.457155049052398,0.570728726193538,-0.288278804254837,0.258588579476245,-0.00198822680289256,-0.00447290291110125,5,49.843139,-97.06227,1976,14.4296889896096,99.96,293000
"'113 Wayfarer*s Haven ,  Winnipeg R3X 1Z3'",-0.962271967342626,1.15191767463485,0.52407837540397,0.995101495875582,0.711389106424326,0.977264893483948,0.776606370506171," RD"," CBOVR","1",0.612537472820994,-0.166595834818406,-0.167691585384641,0.919103700613205,0.788662315821799,0.607341903032396,9,49.833078,-97.060256,1999,17.4351879904473,150.97,399900
"'62 Avery Drive ,  Winnipeg R2R 0Y4'",1.06487571792036,-0.795569164005756,0.52407837540397,0.995101495875582,0.436849299095034,-0.794508366574127,0.776606370506171," RD"," BLEVL","1",-0.318751390076425,0.770718398479937,-0.363092099227366,0.22987053073116,-0.172100130267513,-0.165476799212022,6,49.936696,-97.20128,1975,14.299015120008,106.56,270000
"'46 Hazelton Dr ,  Winnipeg R3C 2E6'",1.50857960625799,-0.987301828429503,0.52407837540397,0.995101495875582,0.711389106424326,-0.794508366574127,0.776606370506171," SA"," TWO","1",0.174049516883479,-1.23796907920983,-0.0175728027094999,1.37859248053457,-0.0323864843350486,-0.107579798102211,7,49.959376,-97.215164,2015,19.5259699040736,130.06,288890
"'75 Kings Drive ,  Winnipeg R3T 3E7'",-1.56252429106281,0.152295040885602,-4.45345584826538,-2.380036567455,-4.09305752183828,-2.12333831161768,-3.72888648010978," RD"," TWO","1",2.06577589206871,1.7091314761315,-0.108136265044667,-0.947569467817335,-0.194288639415072,0.349735668950924,5,49.802396,-97.132642,1934,8.94138646634076,220.27,267000
"'43 Hennessey Drive ,  Winnipeg R3P 1P8'",-0.942903940470715,-0.552216166852575,0.52407837540397,0.995101495875582,0.711389106424326,0.977264893483948,0.776606370506171," RD"," BNG","1",0.407867819547434,2.37942653159691,3.34262696556325,0.488332969436927,1.09264489114336,0.92999371121944,3,49.834068,-97.183658,1984,15.4750799464227,141.21,441000
"'51 Laurent Drive ,  Winnipeg R3V 1S1'",-2.20200176011451,-0.365137341950137,-2.32022689526423,-1.8978739869792,-1.34765944854536,0.80008756747814,-1.79796097270295," RD"," BLEVL","1",-0.811552297036328,-0.769861384737269,-0.437905394199896,0.488332969436927,-0.271948421431529,-0.294279916252758,3,49.769709,-97.170111,1984,15.4750799464227,83.06,256500
"'11 Sandale Drive ,  Winnipeg R2N 1A4'",-1.22174483643533,0.737919291837396,-1.60915057759718,-0.933548826027608,0.0250395881010971,-0.794508366574127,-1.15431913690067," MH"," BNG","0",-0.273875052166033,-0.0325368237253253,-0.0328307773420552,-0.516798736641056,-0.948697950432083,-0.873893942936071,5,49.819815,-97.090235,1949,10.9014945103653,108.7,165000
"'26 Shay Crescent ,  Winnipeg R2N 1A6'",-1.18842791748301,0.787247228838438,-1.60915057759718,0.512938915399785,-0.661309930222132,-2.5662816266322,-2.44160280850522," MH"," BNG","0",0.310565853237052,-1.47202292644611,-0.0628545338770836,1.3211563830444,-0.837755404694287,-0.771495464888686,9,49.821518,-97.086663,2013,19.2646221648703,136.57,180000
"'101 Battershill Street ,  Winnipeg R2K 3B4'",0.584274760208653,1.06294233922124,0.52407837540397,0.0307763349239871,0.162309491765743,0.977264893483948,-0.768134035419299," RD"," BLEVL","1",-0.628482002663564,0.770718398479937,-0.437905394199896,0.0288441895155631,-0.364400542879692,-0.294279916252758,4,49.91213,-97.066699,1968,13.3842980327965,91.79,244000
"'23 Menno Bay ,  Winnipeg R2K 3P2'",0.760289040780689,0.928409091107142,-0.186997942263079,-1.8978739869792,-2.03400896686859,0.534321578469429,-1.79796097270295," RD"," BNG","1",-0.178460408478052,0.537763395596879,-0.452671176102369,0.22987053073116,-0.0981384331089822,-0.0424698224381185,4,49.921127,-97.076441,1975,14.299015120008,113.25,280000
"'90 Dr. David Marsh Row ,  Winnipeg R2C 1V8'",0.343583008082743,1.35306849500332,0.52407837540397,0.995101495875582,0.711389106424326,-0.794508366574127,0.776606370506171," RD"," TWO","1",0.353345166011445,1.84319048722458,0.282172569910701,1.37859248053457,0.693407046051327,0.156530993389819,11,49.899827,-97.04569,2015,19.5259699040736,138.61,387021
"'45 Kindersley Drive ,  East St Paul R2E 0M7'",1.96335652814053,1.60423773301377,0.52407837540397,0.995101495875582,0.711389106424326,0.977264893483948,0.776606370506171," RD"," BNGR","1",1.0780770530129,2.5794162038833,1.96202635768204,1.06269394433863,1.27015296432383,1.25135748823608,11,49.982622,-97.027502,2004,18.0885573384555,173.17,465000
"'857 Redwood Avenue ,  Winnipeg R2x 0x5'",0.837252493017046,-0.147594511161673,0.52407837540397,0.995101495875582,0.162309491765743,-0.883097029577031,0.261692901864348," RD"," 1+1/2","1",-0.926678977002706,-1.23796907920983,-0.738142959550178,-1.63680263769938,-1.2297523996345,-1.13150017701754,8,49.925061,-97.154358,1910,5.80521359590141,77.57,127000
"'19 BITTERFIELD Drive ,  Winnipeg R2P 1T1'",1.71568054814262,-0.445868338508706,0.52407837540397,0.995101495875582,0.711389106424326,-0.794508366574127,0.776606370506171," RD"," TWO","1",0.370960177153841,-0.501743362551108,0.76206048174107,1.37859248053457,0.444414992567134,0.357444535505812,7,49.969962,-97.175957,2015,19.5259699040736,139.45,353356
"'1550 Alexander Avenue ,  Winnipeg R3E 1L8'",0.716231670563068,-0.635860991716929,0.52407837540397,-0.933548826027608,0.162309491765743,0.977264893483948,-1.79796097270295," RD"," TWO","0",-0.418150381522805,-1.07094473752009,-0.273020829622281,-1.11987776028785,-0.985678799011348,-0.873249927350867,12,49.918875,-97.189715,1928,8.15734324873092,101.82,160000
"'534 Ferry Road ,  Winnipeg R3J 1W6'",0.170033749112614,-1.02689398839073,-0.186997942263079,-1.41571140650341,0.711389106424326,-2.5662816266322,0.132964534703892," RD"," 1+1/2","0",-0.318751390076425,0.436669715100457,-0.527484471074898,-0.545516785386141,-0.837755404694287,-0.680689267374967,1,49.890956,-97.218031,1948,10.7708206407637,106.56,180000
"'7 Sayer Avenue ,  Winnipeg R2Y 0C5'",0.0868881792079619,-1.89214908937973,-0.0447826787296692,0.512938915399785,-1.34765944854536,0.80008756747814,-1.79796097270295," RD"," BNG","1",-0.731865341868344,0.603694056790197,-0.0928782904121117,0.172434433240989,-0.112930772540688,-0.165476799212022,10,49.886706,-97.280687,1973,14.0376673808047,86.86,278000
"'618 Warsaw Avenue ,  Winnipeg R3M1C6'",-0.228067239590351,-0.0528605672012075,0.52407837540397,-0.933548826027608,-0.661309930222132,-0.794508366574127,-0.510677301098387," RD"," TWO","1",-0.309105074450827,-0.701733034837507,-0.257762854989726,-1.66552068644447,-0.135119281688247,-0.133276019951838,12,49.870607,-97.147498,1909,5.67453972629977,107.02,275000
"'14 Sunburst Crescent ,  Winnipeg R2N 1CS'",-1.21319551548269,0.731373535359707,0.52407837540397,0.995101495875582,0.0250395881010971,-2.5662816266322,0.132964534703892," MH"," BNG","0",-0.433668367529202,0.436669715100457,-0.437905394199896,0.574487115672182,-1.21643929414596,-1.13150017701754,9,49.820252,-97.090709,1987,15.8671015552277,101.08,128800
"'144 Barlow Crescent ,  Winnipeg R2N 3W3'",-1.35861222632996,0.699169518258353,0.52407837540397,0.995101495875582,0.0250395881010971,0.0913782634549102,-0.510677301098387," RD"," TWO","1",1.00803641347052,0.436669715100457,0.521870429460844,0.746795408142694,0.567516841317792,0.600901747180359,9,49.812819,-97.093041,1993,16.6511447728375,169.83,370000
"'301 De La Seigneurie Boulevard ,  Winnipeg R3X 1T7'",-1.00584024597256,1.24578161298736,0.52407837540397,0.995101495875582,0.711389106424326,0.977264893483948,0.519149636185259," RD"," BLEVL","1",-0.0675277787836735,0.0344926818212149,0.0119587610954457,0.832949554377949,0.566777224346207,0.414137227471292,9,49.830851,-97.053459,1996,17.0431663816424,118.54,369900
"'10 Rushmore Road ,  Winnipeg R2G 3L6'",1.13589181645061,1.30288436200731,0.52407837540397,0.995101495875582,0.0250395881010971,0.0913782634549102,0.132964534703892," RD"," BNG","0",-0.463026719433196,0.0344926818212149,-0.197715341919669,0.459614920691841,-0.135119281688247,-0.126191848514597,11,49.940326,-97.049324,1983,15.3444060768211,99.68,275000
"'511 Yale Avenue E,  Winnipeg R2C 0J8'",0.286144092026235,2.08809894707867,-0.898074259930129,0.0307763349239871,-1.34765944854536,0.977264893483948,-0.510677301098387," RD"," BNG","0",-0.936325292628304,-0.701733034837507,-0.437905394199896,0.660641261907438,-0.467946918901635,-0.358681474773126,2,49.896891,-96.992464,1990,16.2591231640326,77.11,230000
"'333 Regent Avenue E,  Winnipeg R2C 0C6'",0.251242516329964,2.04216817483196,-0.0447826787296692,-0.933548826027608,0.0250395881010971,-0.351565051559608,-1.15431913690067," RD"," BNG","1",-0.655743329431559,-1.10391006811675,-0.437905394199896,0.172434433240989,-0.763793707535757,-0.358681474773126,2,49.895107,-96.99579,1973,14.0376673808047,90.49,190000
"'847 Boyd Avenue ,  Winnipeg R2X 0Z5'",0.848032071609405,-0.136491582452578,-2.32022689526423,-0.933548826027608,-3.40670800351505,0.977264893483948,-1.28304750406112," RD"," 1+1/2","1",-1.18964592905705,-0.701733034837507,-0.707627010285068,-1.03372361405259,-1.1188098538967,-0.938295501456439,8,49.925612,-97.153554,1931,8.54936485753584,65.03,142000
"'59 Kirkham Bay ,  Winnipeg R2V 4J4'",1.61639495584476,0.736234519073218,0.52407837540397,0.609371431494944,0.436849299095034,0.977264893483948,0.261692901864348," RD"," TWO","1",0.291063519472256,-0.233625340364947,-0.437905394199896,0.919103700613205,0.19770835552514,0.220932551910187,11,49.964887,-97.090357,1999,17.4351879904473,135.64,320000
"'1842 William Avenue ,  Winnipeg R3E 0Z7'",0.523607839673587,-0.375038834343592,0.52407837540397,-0.933548826027608,0.711389106424326,0.977264893483948,0.261692901864348," RD"," BLEVL","0",-0.776531977265135,-1.23796907920983,-0.288278804254837,1.37859248053457,-0.475343088617488,-0.468164124257752,7,49.909029,-97.170828,2015,19.5259699040736,84.73,229000
"'1371 Notre Dame Avenue ,  Winnipeg R3E 0P5'",0.545851725080986,-0.583757322538565,-3.03130321293128,-0.933548826027608,-2.03400896686859,-1.23745168158865,-1.02559076974021," RD"," 1+1/2","1",-0.537051706733982,-0.0314379793721036,-0.707627010285068,-0.602952882876312,-1.31850643622474,-1.09929939775736,6,49.910166,-97.185942,1946,10.5094729015604,96.15,115000
"'123 Bourkewood Place ,  Winnipeg R3J 1B5'",0.108466900056137,-1.45129100964317,0.52407837540397,0.995101495875582,0.436849299095034,0.977264893483948,0.132964534703892," RD"," TWO","0",-0.262341413918036,0.436669715100457,-0.437905394199896,-0.287054346680374,-0.0981384331089822,-0.0753146172835062,10,49.887809,-97.248763,1957,11.9468854671785,109.25,280000
"'110 Nemy Crescent ,  Winnipeg R2Y 2A1'",0.315470023623203,-2.32276043640218,-0.0447826787296692,0.995101495875582,0.436849299095034,0.977264893483948,0.132964534703892," RD"," BNG","0",-0.254372718401237,0.904777409573018,-0.377857881129839,0.201152481986074,0.0423887914922257,-0.0624343055794326,10,49.89839,-97.311869,1974,14.1683412504063,109.63,299000
"'44 Ocean Ridge Drive ,  Winnipeg R3Y1W6'",-1.20613303295672,-0.625890451259145,0.52407837540397,0.995101495875582,0.711389106424326,0.977264893483948,0.776606370506171," RD"," TWO","1",2.96015711257254,0.838846748379699,0.102522223430613,1.03397589559355,3.52598472765901,3.05460112680639,3,49.820613,-97.188993,2003,17.9578834688539,262.92,770000
"'74 Springwood Drive ,  Winnipeg R2N 1B7'",-1.19247759582888,0.797701105744957,0.52407837540397,0.995101495875582,0.162309491765743,-2.5662816266322,0.132964534703892," MH"," BNG","1",-0.309105074450827,0.436669715100457,-0.437905394199896,0.89038565186812,-0.919852888540256,-0.809492384415703,9,49.821311,-97.085906,1998,17.3045141208457,107.02,168900
"'18 Cliffwood Drive ,  Winnipeg R2J 3N9'",-0.731401174297152,1.1480371734318,-0.898074259930129,-1.41571140650341,0.162309491765743,0.977264893483948,-1.79796097270295," RD"," BLEVL","1",-0.367402373231615,1.17289543175918,0.461822916390787,0.344742725711501,0.308650901262936,0.188731772650003,5,49.844879,-97.060537,1979,14.8217105984145,104.24,335000
"'183 Oakview Avenue ,  Winnipeg R2K 0R9'",0.93794666908733,0.566555806326607,-1.60915057759718,-0.451386245551811,-1.34765944854536,-0.794508366574127,-1.15431913690067," RD"," BNG","0",-0.710265982967548,1.10696477056586,-0.437905394199896,-1.2060319065231,-0.467946918901635,-0.423083033293494,8,49.930208,-97.102644,1925,7.765321639926,87.89,230000
"'570 Mountain Avenue ,  Winnipeg R2W 1K9'",0.810548092330064,0.0130112859606866,-4.45345584826538,-2.380036567455,-4.09305752183828,-1.23745168158865,-3.72888648010978," RD"," TWO","1",-0.277859399924432,0.00152735122455566,0.0872642487980578,-1.57936654020921,-1.39246813338327,-1.26030329405828,8,49.923696,-97.142728,1912,6.06656133510468,108.51,105000
"'590 Elgin Avenue ,  Winnipeg R3A 0L3'",0.424987411935086,-0.124684363489562,-4.45345584826538,-2.380036567455,-4.09305752183828,-1.23745168158865,-3.72888648010978," RD"," 1+3/4","1",-0.476657382817194,-0.433615012651346,0.492338865655898,-2.44090800256177,-1.34069494537229,-1.21457818750882,8,49.903988,-97.152699,1882,2.1463452470555,99.03,112000
"'1530 Alexander Avenue ,  Winnipeg R3E 1L8'",0.711105990724261,-0.624233297720541,-0.898074259930129,0.0307763349239871,-1.34765944854536,-1.23745168158865,-1.15431913690067," RD"," 1+1/2","1",-0.437652715287601,-1.23796907920983,-0.858237985690291,-1.52193044271904,-1.31850643622474,-1.19590173553791,12,49.918613,-97.188873,1914,6.32790907430796,100.89,115000
"'542 Ross Avenue ,  Winnipeg R3A 0M1'",0.430700001679149,-0.0901879506596207,-0.186997942263079,-1.8978739869792,0.0250395881010971,0.977264893483948,-1.79796097270295," RD"," TWO","0",-0.371386720990014,-1.03797940692343,-0.0776203157795564,0.545769066927097,-0.874736253273553,-0.776647589570315,6,49.90428,-97.150201,1986,15.736427685626,104.05,175000
"'247 Albany Street ,  Winnipeg R3J 1M2'",-0.0319806402602641,-1.12541176626455,-5.16453216593243,-0.933548826027608,-4.09305752183828,-2.12333831161768,-1.79796097270295," RD"," BNG","1",-1.22865059658665,-0.400649682054686,-0.377857881129839,-1.4070582477387,-1.56258003684789,-1.33050099284548,12,49.88063,-97.225165,1918,6.85060455271452,63.17,82000
"'291 Ainslie Street ,  Winnipeg R3J 2Z5'",-0.0714992405441951,-1.61835970556649,-3.03130321293128,-2.380036567455,-2.03400896686859,-0.351565051559608,-3.0852446443075," RD"," BNG","0",-0.451283378671599,0.436669715100457,-0.482694932637397,-0.258336297935289,-1.02265964759061,-0.809492384415703,10,49.87861,-97.260861,1958,12.0775593367801,100.24,155000
"'410 Kirkfield Street ,  Winnipeg R3K 1E6'",-0.116123957003615,-2.03233046913798,0.52407837540397,0.995101495875582,0.711389106424326,0.622910241472333,-0.896862402579754," RD"," BNG","1",-0.4435243856684,0.770718398479937,0.252148813375672,-0.200900200445119,0.345631749842201,0.285334110430555,10,49.876329,-97.290838,1960,12.3389070759834,100.61,340000
"'829 Elmhurst Road ,  Winnipeg R3R 0V3'",-0.680731285814196,-1.56788557070116,0.52407837540397,0.995101495875582,0.711389106424326,0.80008756747814,0.776606370506171," RD"," BNG","1",1.16762002632009,1.10696477056586,9.16379038424816,0.143716384495904,0.937325327110445,0.929349695634237,10,49.847469,-97.257206,1972,13.9069935112031,177.44,420000
"'22 Yarmouth Cove ,  Winnipeg R3R 3K8'",-0.516768221962457,-1.59259096804014,-0.898074259930129,-2.380036567455,0.162309491765743,-0.794508366574127,-1.79796097270295," RD"," TWO","1",1.73863997085277,0.97290575947278,0.2821725699107,0.545769066927097,1.60298060153722,1.38016060527681,10,49.85585,-97.258995,1986,15.736427685626,204.67,510000
"'201 Dalhousie Drive ,  Winnipeg R3T 2Y9'",-1.65709504045545,-0.0537581920347404,-0.186997942263079,-0.933548826027608,0.162309491765743,-0.351565051559608,-0.510677301098387," SA"," TWO","0",-0.270100406921234,-0.501743362551108,-0.437905394199896,0.0288441895155631,-0.393985221743104,-0.358681474773126,3,49.797562,-97.147563,1968,13.3842980327965,108.88,240000
"'70 Lakedale Place ,  Winnipeg R3T 4L3'",-1.44345983495959,-0.401056144900708,0.52407837540397,0.995101495875582,0.711389106424326,0.977264893483948,0.776606370506171," RD"," BNG","1",-0.215577753385245,4.32218334809335,7.00306429918629,0.28730662822133,0.604497689897058,0.520399799029899,3,49.808482,-97.172712,1977,14.5603628592113,111.48,375000
"'70 Villeneuve Boulevard ,  Winnipeg R3V 1C1'",-2.2745438243982,-0.189216684207746,-0.0447826787296692,-0.933548826027608,0.436849299095034,-1.23745168158865,-0.639405668258843," TH"," TWO","0",-0.745496005252341,-1.84013578477547,-0.137667828849613,0.114998335750819,-0.837755404694287,-0.757971137599408,3,49.766001,-97.157372,1971,13.7763196416014,86.21,180000
"'139 Brookfield Crescent ,  Winnipeg R3Y 1N3'",-1.77508349506586,-0.955967816935912,-0.186997942263079,-0.933548826027608,0.711389106424326,-0.794508366574127,0.776606370506171," RD"," TWO","1",0.641686122211388,-0.501743362551108,0.102522223430613,1.3211563830444,0.53793216245438,0.439897850879439,3,49.791531,-97.212895,2013,19.2646221648703,152.36,366000
"'39 Blue Heron Crescent ,  Winnipeg R2C 0N1'",0.307311975940829,2.14270215617763,-0.0447826787296692,-0.933548826027608,0.162309491765743,-0.794508366574127,0.261692901864348," RD"," BNG","0",-0.507693354829988,0.770718398479937,-0.437905394199896,-0.143464102954948,-0.357004373163839,-0.358681474773126,2,49.897973,-96.98851,1962,12.6002548151867,97.55,245000
"'139 Newman Avenue ,  Winnipeg R2C 0T8'",0.426298177390078,1.98759258495857,0.52407837540397,0.995101495875582,0.711389106424326,0.622910241472333,0.776606370506171," RD"," BNG","1",-0.70250698996435,0.302610704007376,-0.437905394199896,-0.229618249190204,-0.246061827426043,-0.262079136992574,2,49.904055,-96.999742,1959,12.2082332063817,88.26,260000
"'78 Barber Street ,  Winnipeg R2W 3J7'",0.489899647451145,0.257234288721629,0.52407837540397,0.995101495875582,0.162309491765743,0.534321578469429,0.776606370506171," RD"," 1+3/4","1",-0.153086404332457,-0.701733034837507,0.16256973650067,-1.06244166279768,-0.911717101852818,-0.821728680534573,8,49.907306,-97.125043,1930,8.4186909879342,114.46,170000
"'1114 Alfred Avenue ,  Winnipeg R2X 0V6'",0.877416694196884,-0.334176190002589,0.52407837540397,-0.933548826027608,-0.38677012289284,-2.5662816266322,-2.44160280850522," RD"," 1+1/2","1",-0.776531977265135,0.436669715100457,-0.707627010285068,-0.545516785386141,-0.852547744125993,-0.745090825895335,6,49.927114,-97.167869,1948,10.7708206407637,84.73,178000
"'219 Garden Park Drive ,  Winnipeg R2V 4L4'",1.4427283148936,0.0852631802466261,-0.186997942263079,-1.41571140650341,-1.34765944854536,0.977264893483948,-0.510677301098387," RD"," BNG","1",-0.203834412623647,0.102621031720977,-0.437905394199896,0.488332969436927,0.0497849612080788,0.285334110430555,6,49.95601,-97.137496,1984,15.4750799464227,112.04,300000
"'1066 Sinclair Street ,  Winnipeg R2V 2Y5'",1.29917015207967,0.094902289996533,0.23964784833715,-0.451386245551811,0.162309491765743,-0.351565051559608,0.776606370506171," RD"," BNG","1",-0.116178761938864,0.97290575947278,0.521870429460844,0.0862802870057335,-0.061157584529717,-0.0366736821712853,6,49.948672,-97.136798,1970,13.6456457719998,116.22,285000
